Nodes;Addjested Nodes
4764878006;{1326828398,1326828316,4764878005,}
4764878007;{5075535712,4764878008,}
4764878008;{4764878007,1326828323,}
4764878009;{1326828259,4764878010,}
4764878010;{4764878009,4764878011,}
4764878011;{4764878010,4764878012,}
4764878012;{4764878011,1326828399,}
4764878013;{1326828399,1326828369,}
4764878014;{1326828399,1326828507,}
4764878015;{1326828204,1326828168,}
4764878017;{1326828168,4764878018,}
4764878018;{4764878017,1326828326,}
4764878019;{1326828211,1326828204,}
4764878020;{1326828486,1326828245,}
4764878221;{1326828193,1326828486,}
4764878222;{1326828243,2958580454,}
4764878223;{4764878228,4764878229,}
4764878225;{4764878229,5075125245,}
4764878226;{1326828342,4764878227,}
4764878227;{4764878226,4764878228,}
4764878228;{4764878227,4764878223,}
4764878229;{4764877994,4764878225,4764878223,}
4764949460;{1448798475,2380151549,}
4764949461;{2380151549,2380151678,}
4764949462;{2380151624,2380151562,}
4764949463;{2380151589,4764949464,}
4764949464;{4764949463,4764949465,}
4764949465;{4764949464,4764949466,}
4764949466;{4764949465,4764949467,}
4764949467;{2380152030,2380151771,4764949466,}
4764949468;{4764949472,4764949469,}
4764949469;{4764949468,1448798603,}
4764949470;{1448798603,4764949471,}
4764949471;{4764949470,1448798551,}
4764949472;{1448798407,4764949468,}
4764949473;{1448798692,4764949474,}
4764949474;{4764949473,4764949475,}
4764949475;{4764949474,1448798539,}
4764949476;{1448798539,4764949481,}
4764949477;{1448798643,4764949479,}
4764949478;{4764949479,4764949480,}
4764949479;{4764949477,4764949478,}
4764949480;{4764949478,1448798342,}
4764949481;{4764949476,1448798643,}
4764949486;{1448798595,1448798475,}
4764949487;{4764949488,1428124758,}
4764949488;{1428124509,4764949487,}
4764949489;{1428124483,4764949491,}
4764949490;{4764949492,4764949493,}
4764949491;{4764949489,4764949492,}
4764949492;{4764949491,4764949490,}
4764949493;{4764949490,4764949494,}
4764949494;{4764949493,4764949495,}
4764949495;{4764949494,4764949496,}
4764949496;{4764949495,4764949497,}
4764949497;{4764949496,4764949498,}
4764949498;{4764949497,4764949499,}
4764949499;{4764949498,4764949500,}
4764949500;{4764949499,4200342937,}
4764949501;{4764949505,4764949502,}
4764949502;{4764949501,1069989763,}
4764949503;{1069989763,4764949504,}
4764949504;{4764949503,1069989395,}
4764949505;{1069989935,4764949501,}
4764949506;{1428124775,4764949507,5271422176,5271422175,}
4764949507;{4764949506,4764949510,}
4764949508;{4764949510,3978585163,5271395571,}
4764949509;{3978585167,1428124568,}
4764949510;{4764949507,4764949508,}
4764949511;{1428124820,4764949512,}
4764949512;{4764949511,1428124588,}
4764949513;{3978585306,3978585307,}
4764949514;{3978585305,3978585306,}
4764949515;{3978585310,1428124768,}
4764949516;{3978585216,3978585247,}
4764949517;{3978585247,3978585271,}
4764949518;{3978585198,3978585216,}
4764949519;{3978585194,4764951021,}
4764949520;{4764951021,3978585198,5271371303,}
4764951021;{4764949519,4764949520,}
4764951022;{3978585196,3978585194,}
4764951023;{3978585205,3978585196,}
4764951024;{2913776177,4764951025,}
4764951025;{4764951024,2913776174,}
4764951026;{2913776174,2913776173,}
4764951027;{2913776235,2913776236,}
4764951028;{5345556422,1428124457,}
4765148314;{2380151571,2380151942,}
4765148315;{2380151942,2380151949,}
4765148316;{4765148317,2380151959,}
4765148317;{2380151728,4765148316,}
4765148318;{2380152038,2380151631,}
4765148319;{2380151631,2380151943,}
4765148320;{2380151683,2380151747,}
4765153621;{2380151731,4765153623,}
4765153622;{4765153623,2380151719,}
4765153623;{4765153621,4765153622,}
4765153624;{4765153625,}
4765153625;{4765153624,4765153626,}
4765153626;{4765153625,1069989552,}
4765153627;{1069989552,1069989960,}
4765153628;{4765153629,}
4765153629;{4765153628,4765153630,}
4765153630;{4765153629,4765153631,}
4765153631;{4765153630,2380151603,}
4765464607;{2908946593,2908667781,}
4765464608;{2913810177,2908667781,}
4765464609;{3341019756,3341019755,}
4765464610;{3341019755,4765464611,}
4765464611;{4765464610,3341019754,4978713162,}
4765464612;{2908667786,2908667785,}
4765464613;{2908842947,5120429452,}
4765464614;{3535088728,3535088725,}
4765464615;{3535088725,3535088729,}
4765464616;{4659803877,4765464620,4765464617,}
4765464617;{4765464616,4765464618,}
4765464618;{4765464617,4659803875,}
4765464619;{4765467021,4765467022,}
4765464620;{4765464616,553088067,4765467021,}
4765467021;{4765464620,4765464619,}
4765467022;{4765464619,4765467023,}
4765467023;{4765467022,4659803871,}
4765467024;{4765467025,2951614429,}
4765467025;{1333956714,4765467024,}
4765467026;{2908946591,2908946590,}
4765467027;{2908946590,4765467028,}
4765467028;{4765467027,2908946587,}
4765467029;{2908744016,4765467030,}
4765467030;{4765467029,4765467031,}
4765467031;{4765467030,2908744018,}
4765467032;{2908744018,4765467033,}
4765467033;{4765467032,2908744020,}
4765467034;{4667467667,4667467666,}
4765467035;{4667467676,4765467038,}
4765467036;{4765467038,4765467037,}
4765467037;{4765467036,4667467675,}
4765467038;{4765467035,4765467036,}
4765467039;{3535088697,3535088695,}
4765467040;{3535088753,4765467042,}
4765467041;{4765467042,3535088752,}
4765467042;{4765467040,4765467041,}
4765467045;{3535088752,3535088750,}
4765467046;{3535088750,3535088749,}
4765467047;{4765467048,3535088762,}
4765467048;{3535088758,4765467047,}
4765467049;{3535088783,4765467051,}
4765467050;{4765467051,3535088782,}
4765467051;{4765467049,4765467050,}
4765467052;{4789152845,4765467053,}
4765467053;{4765467052,4765467054,}
4765467054;{4765467053,4765467055,}
4765467055;{4765467054,4765467056,}
4765467056;{4765467055,4765467057,}
4765467057;{4765467056,4765467058,}
4765467058;{4765467057,4765467059,}
4765467059;{4765467058,4765467060,}
4765467060;{4765467059,4765467061,}
4765467061;{4765467060,1319156506,}
4765467084;{4765467113,4765467114,}
4765467085;{1333956703,4765467086,}
4765467086;{4765467085,4765467087,}
4765467087;{4765467086,4765467088,}
4765467088;{4765467087,4765467089,}
4765467089;{4765467088,4765467090,}
4765467090;{4765467089,4765467091,}
4765467091;{4765467090,4765467092,}
4765467092;{4765467091,4765467093,}
4765467093;{4765467092,4765467094,}
4765467094;{4765467093,4765467095,}
4765467095;{4765467094,4765467096,}
4765467096;{4765467095,4765467097,}
4765467097;{4765467096,4765467098,}
4765467098;{4765467097,4765467099,}
4765467099;{4765467098,4765467100,}
4765467100;{4765467099,4765467101,}
4765467101;{4765467100,1333956714,}
4765467106;{3535054191,4765467107,}
4765467107;{4749823385,4765467106,4765467108,}
4765467108;{4765467107,4765467109,}
4765467109;{4765467108,4765467110,}
4765467110;{4765467109,4765467111,}
4765467111;{4765467110,4765467112,}
4765467112;{4765467111,4765467113,}
4765467113;{4765467112,4765467084,}
4765467114;{4765467084,2951614407,}
4765467115;{2951614407,4765467116,}
4765467116;{4765467115,4765467117,}
4765467117;{4765467116,4765467118,}
4765467118;{4765467117,4765467119,}
4765467119;{4765467118,2951614408,}
4765467120;{4659788490,4765467221,}
4765467221;{4765467120,4659788489,}
4765467222;{4659788489,4765467223,}
4765467223;{4765467222,4659788488,}
4765467224;{1324014616,1324014609,}
4765467225;{1324014609,1324014611,}
4765467226;{1324014618,1324014611,}
4765510194;{3915018743,4765510201,}
4765510195;{4765510210,4765510211,}
4765510196;{4765510207,}
4765510199;{4765510204,4765510205,}
4765510200;{4765510207,4765510204,}
4765510201;{4765510194,4765510202,}
4765510202;{4765510201,4765510203,}
4765510203;{4765510202,4765510207,}
4765510204;{4765510200,4765510199,}
4765510205;{4765510199,4765510212,}
4765510206;{553088048,4765510213,}
4765510207;{4765510196,4765510203,4765510200,4765510208,}
4765510208;{4765510207,4765510209,}
4765510209;{4765510208,4765510210,}
4765510210;{4765510209,4765510195,}
4765510211;{4765510195,4765510212,}
4765510212;{4765510205,4765510211,4765510213,}
4765510213;{4765510206,4765510212,4765510214,}
4765510214;{4765510213,4765510215,}
4765510215;{4765510214,4765510220,}
4765510216;{3915018736,3915018738,}
4765510217;{4768499130,4768499131,}
4765510218;{3915018733,4768499130,}
4765510219;{339663492,3915018733,}
4765510220;{4765512621,339663492,4765510215,}
4765512621;{4765510220,}
4765512622;{4765512623,}
4765512623;{3915018737,4765512622,4765512624,}
4765512624;{4765512623,4765512625,}
4765512625;{4765512624,4765512626,}
4765512626;{3915018740,1320451224,4765512625,}
4765512627;{4765512628,}
4765512628;{4765512627,4765512629,}
4765512629;{1320451224,3790238385,4765512628,}
4765512630;{4768499129,4765512639,}
4765512631;{476627652,4765512632,}
4765512632;{4765512631,4185134529,}
4765512633;{3915018742,3790238390,}
4765512634;{3790238390,3790238387,}
4765512635;{4765512637,4765512638,}
4765512636;{4765512638,3790238387,}
4765512637;{3915018737,4765512635,}
4765512638;{4765512635,4765512636,}
4765512639;{4765512630,476627652,}
4765512640;{3790238386,4768499128,}
4765512663;{4659788276,2972787296,}
4768032337;{4682110076,4768032341,}
4768032338;{4768032341,4682110075,}
4768032339;{4682110074,4768032340,}
4768032340;{4768032339,4682110073,}
4768032341;{4768032337,4768032338,}
4768032342;{4768032344,1446935966,}
4768032343;{1446935966,1069254777,}
4768032344;{2973948009,4768032342,}
4768032345;{5271714554,3605809012,}
4768032346;{4682110063,4768032347,}
4768032347;{4768032346,4682110061,}
4768032348;{4682110065,4768032349,}
4768032349;{4768032348,4682110063,}
4768032350;{4682110061,4682110060,}
4768032351;{4682110060,4682110059,}
4768032352;{4682110053,265665235,}
4768032353;{4682110054,4768032356,}
4768032354;{4768032356,4768032355,}
4768032355;{4768032354,4682110053,}
4768032356;{4768032353,4768032354,}
4768032357;{265664850,1446982332,}
4768032358;{4127359850,4428044460,}
4768032359;{304300646,304300644,}
4768032360;{304300643,1063806341,}
4768032361;{1063806341,304300642,}
4768032362;{4690319027,4768032363,}
4768032363;{4768032362,4690319026,}
4768032364;{4690319025,4768032365,}
4768032365;{4768032364,4768032366,}
4768032366;{4768032365,4690319024,}
4768032367;{4690319024,4768032368,}
4768032368;{4768032367,4768032372,}
4768032369;{4768032371,4690319022,}
4768032370;{4690319022,4690319021,}
4768032371;{4690319023,4768032369,}
4768032372;{4768032368,4690319023,}
4768032373;{4690319057,4768032374,}
4768032374;{4768032373,4768032375,}
4768032375;{4768032374,4768032379,}
4768032376;{4768032379,4768032377,}
4768032377;{4768032376,4768032378,}
4768032378;{4768032377,4690319056,}
4768032379;{4768032375,4768032376,}
4768032380;{4690319039,4768032381,}
4768032381;{4768032380,4690319038,}
4768032382;{4690319038,4690319036,}
4768032383;{265664832,265664831,}
4768032384;{272499437,4768032385,}
4768032385;{4768032384,1446875050,}
4768032386;{272500248,272500246,}
4768032387;{1069251624,4768032388,}
4768032388;{4768032387,1446865304,}
4768032389;{272500249,4768032390,}
4768032390;{4768032389,272500248,}
4768368023;{4693504584,4768368024,}
4768368024;{4768368023,1785973031,}
4768368025;{4768368026,4693504583,}
4768368026;{4768368025,4693530355,}
4768377560;{4768377564,4768377561,}
4768377561;{4768377560,2380152001,}
4768377562;{2380152001,4768377563,}
4768377563;{4768377562,2380151635,}
4768377564;{2380151994,4768377560,}
4768377565;{2380151635,4768377568,}
4768377566;{4768377568,4768377567,}
4768377567;{4768377566,2380151617,}
4768377568;{4768377565,4768377566,}
4768377569;{2380151530,4768377580,}
4768377570;{2380151790,2380151897,4768377580,}
4768377571;{2380151599,4768377573,}
4768377572;{4768377573,2380151958,}
4768377573;{4768377571,4768377572,}
4768377574;{2380151740,4768377575,}
4768377575;{4768377574,4768377578,}
4768377576;{4768377578,4768377577,}
4768377577;{4768377576,2920362219,}
4768377578;{4768377575,4768377576,}
4768377579;{2380151790,2380151554,}
4768377580;{4768377569,4768377570,2380151790,}
4768377581;{4768377582,}
4768377582;{4659805225,2380151530,4768377581,}
4768377583;{2380151753,4768377584,}
4768377584;{4768377583,4768377585,}
4768377585;{4768377584,2380151924,}
4768377586;{2380151924,2380151627,}
4768377587;{2380151710,4768377589,}
4768377588;{4768377589,4768377590,}
4768377589;{4768377587,4768377588,}
4768377590;{4768377588,2380151924,}
4768377591;{4768377592,2380151833,}
4768377592;{4768377593,4768377591,}
4768377593;{1069989788,4768377592,}
4768377594;{2380151839,4768377597,}
4768377595;{4768377597,4768377596,}
4768377596;{4768377595,4768377598,}
4768377597;{4768377594,4768377595,}
4768377598;{4768377596,2380151666,}
4768377599;{2380151738,4768377601,}
4768377600;{4768377601,2380151572,}
4768377601;{4768377599,4768377600,}
4768389947;{796952921,1075354351,}
4768448687;{1278628882,4659788450,}
4768448688;{1278149520,1278149505,}
4768448689;{4659788445,4768448690,}
4768448690;{4768448689,4659788444,}
4768448691;{4659788443,4768448692,}
4768448692;{4768448691,4659788442,}
4768448693;{4659788444,4659788443,}
4768448696;{4768448698,4768448697,}
4768448697;{4768448696,4768448699,}
4768448698;{4768448696,}
4768448699;{4768448697,4768453971,}
4768448700;{4768448701,}
4768448701;{4768448700,4768448702,}
4768448702;{4768448701,4768453974,}
4768448705;{4768448708,4768448709,}
4768448708;{4768454026,4768448705,}
4768448709;{4768448705,4768448710,}
4768448710;{4768448709,4768453974,}
4768448711;{4768453971,4768448712,}
4768448712;{4768448711,4768448713,}
4768448713;{4768448712,4768448714,}
4768448714;{4768448713,4768448715,}
4768448715;{1278149516,1278149518,4768448714,}
4768448716;{2972787282,4659788267,}
4768448717;{1326858189,2972787282,}
4768448718;{4659788266,2972787283,4768448719,}
4768448719;{2972787279,4768448718,2972787280,}
4768448720;{3914990929,4768453921,}
4768453921;{4768448720,4659788394,}
4768453922;{3914990929,4659788281,}
4768453923;{1295100120,1295100101,}
4768453924;{4768453927,4659788286,}
4768453925;{4768453929,4768453928,}
4768453926;{4768453928,4768453927,}
4768453927;{4768453926,4768453924,}
4768453928;{4768453925,4768453926,}
4768453929;{4659788283,4768453925,}
4768453930;{4659788287,4659788273,}
4768453931;{4659788272,}
4768453932;{4768453994,4768453933,}
4768453933;{4768453932,4768453934,}
4768453934;{4768453933,4768453935,}
4768453935;{4768453934,4768453936,}
4768453936;{4768453935,4768453937,}
4768453937;{4768453936,4768453938,}
4768453938;{4768453937,4768453939,}
4768453939;{4768453938,4659788272,}
4768453940;{4768453943,4768453942,}
4768453941;{4768453942,4659788286,}
4768453942;{4768453940,4768453941,}
4768453943;{4659788272,4768453940,}
4768453944;{4768453957,4659788403,}
4768453945;{4659788401,4659788397,4768453946,}
4768453946;{4659788400,4659788395,4768453945,}
4768453947;{4768454010,4768453952,}
4768453948;{4768453951,4768453950,4768453952,}
4768453949;{4768453950,4659788275,}
4768453950;{4768453948,4768453949,}
4768453951;{4768453948,}
4768453952;{4768453947,4768453948,4768453953,}
4768453953;{1278149521,4659788404,4768453952,}
4768453954;{4768453956,4768453955,}
4768453955;{4768453954,4659788416,}
4768453956;{4659788419,4768453954,}
4768453957;{1333971233,4768453944,}
4768453958;{1333971233,4659788409,}
4768453959;{4768453964,4768453961,}
4768453960;{4768453961,4768453965,}
4768453961;{4768453959,4768453960,}
4768453962;{4768454002,4768454014,4768453963,}
4768453963;{4768453997,4768453962,4768453964,}
4768453964;{4768453963,4768453959,}
4768453965;{4768453960,1278149505,}
4768453966;{4768453967,}
4768453967;{4768453969,4768454015,4768453966,}
4768453968;{4768453969,}
4768453969;{1278149521,4768453967,4768453968,}
4768453970;{4768454015,}
4768453971;{4768453974,4768448711,4768448699,4768453972,}
4768453972;{4768453971,4768453973,}
4768453973;{4768454015,4768453976,4768453972,}
4768453974;{4768448710,4768453971,4768448702,4768453975,}
4768453975;{4768453974,4768453976,}
4768453976;{4768453973,4768454016,4768453975,}
4768453977;{4768453978,}
4768453978;{4768454016,4659788424,4768453977,}
4768453979;{1278149501,1278149521,}
4768453980;{4659788408,4659788404,}
4768453981;{4768454011,4768454012,}
4768453982;{4768454012,4768453983,}
4768453983;{4768453982,4768454013,}
4768453984;{4768454008,4768454009,}
4768453985;{4768454009,4768454010,}
4768453986;{4768454004,4768454005,}
4768453987;{4768454005,4768453988,}
4768453988;{4768453987,4768453989,}
4768453989;{4768453988,4768453990,}
4768453990;{4768453989,4768454006,}
4768453991;{4768453992,4768454006,}
4768453992;{4768453991,4768453993,}
4768453993;{4768453992,4768453994,}
4768453994;{4768453932,4768453993,4768454007,}
4768453995;{4768453996,}
4768453996;{4768453995,4768453997,}
4768453997;{4768453963,4768453996,4768453998,}
4768453998;{4768453997,4768453999,}
4768453999;{4768453998,4768454000,}
4768454000;{4768453999,4768454001,}
4768454001;{4768454000,4768454002,}
4768454002;{4768453962,4768454001,4768454003,}
4768454003;{4768454002,4768454004,}
4768454004;{4768454003,4768453986,}
4768454005;{4768453986,4768453987,}
4768454006;{4768453990,4768453991,}
4768454007;{4768453994,4768454008,}
4768454008;{4768454007,4768453984,}
4768454009;{4768453984,4768453985,}
4768454010;{4768453985,4768454011,4768453947,}
4768454011;{4768454010,4768453981,}
4768454012;{4768453981,4768453982,}
4768454013;{4768453983,4768454014,}
4768454014;{4768454013,1278149521,4768453962,}
4768454015;{4768453967,4768453973,4768453970,}
4768454016;{4768453976,4768453978,}
4768454017;{4768454020,4768454019,}
4768454018;{4768454019,4659788455,}
4768454019;{4768454017,4768454018,}
4768454020;{4659788454,4768454017,}
4768454021;{4768454022,4659788453,4659788454,4768454032,}
4768454022;{4768454021,4659788457,4659788454,}
4768454023;{4768454035,4768454036,}
4768454024;{4768454030,1284919841,}
4768454025;{1278149519,4768454026,}
4768454026;{4768454025,4768454027,4768448708,}
4768454027;{4768454026,4768454028,}
4768454028;{4768454027,1278149520,}
4768454029;{4768454044,4768454035,}
4768454030;{2951614027,4768454024,1284919851,}
4768454031;{1284919851,4768454044,}
4768454032;{4768454021,4768454033,}
4768454033;{4768454032,4768454034,}
4768454034;{4768454033,4768454044,}
4768454035;{4768454029,4768454023,}
4768454036;{4768454023,4768454037,}
4768454037;{4768454036,4768454038,}
4768454038;{1284919859,1284919855,4768454037,}
4768454039;{4768454040,4768454044,}
4768454040;{4768454041,4768454039,}
4768454041;{4768454042,4768454040,}
4768454042;{4768454043,4768454041,}
4768454043;{4659788433,4768454042,}
4768454044;{4768454045,4768454039,4768454031,4768454034,4768454029,}
4768454045;{4768454046,4768454044,}
4768454046;{4768454047,4768454045,}
4768454047;{4659788423,4768454046,}
4768454048;{4768454051,4768454050,}
4768454049;{4768454050,1284919859,}
4768454050;{4768454048,4768454049,}
4768454051;{1284919851,4768454048,}
4768454052;{1324122433,1278628871,}
4768454053;{1278628871,1278628874,}
4768499122;{553088092,553088090,}
4768499123;{2968474834,553088092,}
4768499124;{553088093,1445519362,}
4768499125;{1445519362,2968474834,}
4768499126;{553088086,553088085,}
4768499127;{553088085,553088084,}
4768499128;{4765512640,1320451221,}
4768499129;{1320451221,4765512630,}
4768499130;{4765510218,4765510217,}
4768499131;{4765510217,3915018732,}
4768499149;{4768499151,3914991133,}
4768499150;{3914991133,4768499152,}
4768499151;{3914991138,4768499149,}
4768499152;{4768499150,3914991161,}
4768499168;{3914991155,3914991138,}
4768735355;{265665029,4929638865,}
4768735365;{4398994671,4398995291,}
4768735366;{4398995291,4398994653,}
4768735367;{4398994687,4768735368,}
4768735368;{4768735367,4929638864,}
4768735369;{4398994688,4768735397,}
4768735370;{265665030,4398994667,}
4768735393;{4929638864,4399088607,}
4768735394;{4399088607,4768735395,}
4768735395;{4768735394,4398994680,}
4768735397;{4768735369,4399088602,}
4768735398;{2980701441,4126153469,}
4768735399;{4398994678,4398994680,}
4771482374;{4771482378,4771482375,}
4771482375;{4771482374,4771482376,}
4771482376;{4771482375,4771482377,}
4771482377;{4771482376,4771482381,}
4771482378;{4771482379,4771482374,}
4771482379;{4771482380,4771482378,}
4771482380;{4771482382,4771482379,}
4771482381;{4771482377,4771482386,}
4771482382;{4771482383,4771482380,4771482389,}
4771482383;{4771482390,4771482382,}
4771482386;{4771482381,4771482391,}
4771482389;{4771482382,4771482390,}
4771482390;{4771482389,4771482383,}
4771482391;{4771482386,4771482392,}
4771482392;{4771482391,4771482393,}
4771482393;{4771482392,4771482394,}
4771482394;{4771482393,4771482395,}
4771482395;{4771482394,4771482396,}
4771482396;{4771482395,4771482415,}
4771482400;{4771482403,4771482402,}
4771482401;{4771482409,}
4771482402;{4771482400,4771482406,}
4771482403;{4771482405,4771482400,}
4771482405;{4771482407,4771482403,}
4771482406;{4771482402,4771484250,4771482408,}
4771482407;{4771482418,4771482405,}
4771482408;{4771484221,4771482406,}
4771482409;{4771482401,4771482411,}
4771482410;{4771482412,4771484222,}
4771482411;{4771482409,4771482413,}
4771482412;{4771484227,4771482410,}
4771482413;{4771482411,4771482417,}
4771482415;{4771482396,4771484223,}
4771482416;{4771482419,}
4771482417;{4771482413,4771482420,}
4771482418;{4771484226,4771482407,}
4771482419;{4771482416,4771484235,}
4771482420;{4771482417,4771484225,}
4771484221;{4771484228,4771482408,}
4771484222;{4771484230,4771484233,4771482410,}
4771484223;{4771482415,4771484231,}
4771484225;{4771482420,4771484226,}
4771484226;{4771484225,4771482418,}
4771484227;{4771484234,4771482412,}
4771484228;{4771484229,4771484221,}
4771484229;{4771484232,4771484228,}
4771484230;{4771484222,}
4771484231;{4771484223,4771484238,}
4771484232;{4771484237,4771484229,}
4771484233;{4771484222,4771484234,4771484236,}
4771484234;{4771484233,4771484240,4771484227,}
4771484235;{4771482419,4771484248,}
4771484236;{4771484239,4771484233,}
4771484237;{4771484232,}
4771484238;{4771484231,4771484242,}
4771484239;{4771484252,4771484236,}
4771484240;{4771484234,4771484243,}
4771484242;{4771484238,4771484258,}
4771484243;{4771484240,4771484245,}
4771484244;{4771484246,4771484248,}
4771484245;{4771484243,4771484246,4771484247,}
4771484246;{4771484245,4771484244,}
4771484247;{4771484253,4771484245,}
4771484248;{4771484244,4771484251,4771484235,}
4771484250;{4771482406,4771484263,}
4771484251;{4771484248,4771484256,}
4771484252;{4771484260,4771484239,}
4771484253;{4771484271,4771484247,}
4771484254;{4771484257,4771484255,}
4771484255;{4771484254,4771484259,}
4771484256;{4771484251,4771484257,}
4771484257;{4771484256,4771484254,}
4771484258;{4771484242,4771484267,}
4771484259;{4771484255,4771484264,}
4771484260;{4771484265,4771484252,}
4771484261;{4771484262,}
4771484262;{4771484273,4771484261,4771484267,}
4771484263;{4771484250,4771484266,}
4771484264;{4771484259,4771484268,}
4771484265;{4771484266,4771484260,}
4771484266;{4771484263,4771484265,}
4771484267;{4771484258,4771484262,4771484277,}
4771484268;{4771484264,4771484278,}
4771484269;{4771484273,}
4771484270;{4771484272,4771484274,}
4771484271;{4771484276,4771484253,}
4771484272;{4771484270,}
4771484273;{4771484262,4771484280,4771484269,}
4771484274;{4771484279,4771484270,4771484275,}
4771484275;{4771484274,4771484276,}
4771484276;{4771484275,4771484271,}
4771484277;{4771484267,4771484285,}
4771484278;{4771484268,4771484479,4771495924,4771495120,}
4771484279;{4771484281,4771484274,}
4771484280;{4771484282,4771484273,}
4771484281;{4771484283,4771484279,}
4771484282;{4771484284,4771484280,}
4771484283;{4771484286,4771484281,}
4771484284;{4771484282,}
4771484285;{4771484300,4771484277,4771484287,}
4771484286;{4771484288,4771484283,}
4771484287;{4771484289,4771484285,}
4771484288;{4771484290,4771484286,}
4771484289;{4771484287,1431093595,}
4771484290;{4771484291,4771484288,}
4771484291;{4771484292,4771484290,}
4771484292;{4771484293,4771484291,4771484294,}
4771484293;{4771484296,4771484292,}
4771484294;{4771484318,4771484292,}
4771484295;{4771484312,}
4771484296;{4771484302,4771484293,}
4771484297;{4771484301,4771484298,}
4771484298;{4771484305,4771484297,4771484299,}
4771484299;{4771484298,4771484315,}
4771484300;{4771484319,4771484285,}
4771484301;{4771484306,4771484297,4771484303,}
4771484302;{4771484315,4771484296,}
4771484303;{4771484301,4771484307,}
4771484304;{4771484310,}
4771484305;{4771484431,4771484298,}
4771484306;{4771484308,4771484301,}
4771484307;{4771484316,4771484303,4771484441,}
4771484308;{4771484311,4771484306,}
4771484309;{4771484313,4771484428,}
4771484310;{4771484304,4771484421,}
4771484311;{4771484314,4771484308,}
4771484312;{4771484295,4771484428,}
4771484313;{4771484320,4771484309,}
4771484314;{4771484317,4771484311,}
4771484315;{4771484302,4771484299,4771484425,}
4771484316;{4771484424,4771484307,}
4771484317;{4771484422,4771484314,}
4771484318;{4771484425,4771484294,}
4771484319;{4771484449,4771484300,}
4771484320;{4771484423,4771484313,}
4771484421;{4771484310,4771484430,}
4771484422;{4771484426,4771484317,}
4771484423;{4771484433,4771484320,}
4771484424;{4771484427,4771484316,}
4771484425;{4771484318,4771484315,4771484439,}
4771484426;{4771484429,4771484422,}
4771484427;{4771484440,4771484424,}
4771484428;{4771484312,4771484435,4771484309,}
4771484429;{4771484432,4771484426,}
4771484430;{4771484421,4771484437,}
4771484431;{4771484438,4771484305,}
4771484432;{4771484434,4771484429,}
4771484433;{4771484435,4771484423,}
4771484434;{4771484436,4771484432,}
4771484435;{4771484428,4771484446,4771484433,}
4771484436;{4771484458,4771484442,4771484434,}
4771484437;{4771484430,4771484443,}
4771484438;{4771484447,4771484431,}
4771484439;{4771484425,4771484462,}
4771484440;{4771484450,4771484427,}
4771484441;{4771484307,4771484448,}
4771484442;{4771484473,4771484436,}
4771484443;{4771484437,4771484444,}
4771484444;{4771484443,4771484451,4771484445,}
4771484445;{4771484453,4771484444,}
4771484446;{4771484435,4771484455,}
4771484447;{4771484451,4771484438,4771484454,}
4771484448;{4771484441,4771484452,}
4771484449;{4771484456,4771484319,4771495929,}
4771484450;{4771484457,4771484440,}
4771484451;{4771484444,4771484447,}
4771484452;{4771484448,4771484457,}
4771484453;{4771484468,4771484445,}
4771484454;{4771484478,4771484447,}
4771484455;{4771484446,4771484460,}
4771484456;{4771484460,4771484449,}
4771484457;{4771484450,4771484452,4771484459,}
4771484458;{4771484436,4771484461,}
4771484459;{4771484457,4771484471,}
4771484460;{4771484463,4771484456,4771484455,}
4771484461;{4771484458,4771484465,}
4771484462;{4771484439,4771484472,4771495933,}
4771484463;{4771484485,4771484480,4771484460,}
4771484464;{4771484466,4771484467,}
4771484465;{4771484461,4771484466,}
4771484466;{4771484465,4771484464,}
4771484467;{4771484464,4771484486,}
4771484468;{4771484469,4771484453,}
4771484469;{4771484470,4771484468,}
4771484470;{4771484471,4771484469,}
4771484471;{4771484473,4771484470,4771484459,}
4771484472;{4771484462,4771484477,}
4771484473;{4771484487,4771484471,4771484483,4771484442,}
4771484474;{4771484476,4771484475,}
4771484475;{4771484474,4771484484,}
4771484476;{4771484481,4771484474,}
4771484477;{4771484472,4771484479,}
4771484478;{4771484481,4771484454,}
4771484479;{4771484278,4771484500,4771484477,4771484482,}
4771484480;{4771484482,4771484463,4771484489,}
4771484481;{4771484478,4771484490,4771484476,}
4771484482;{4771484479,4771484480,}
4771484483;{4771484484,4771484473,}
4771484484;{4771484475,4771484483,}
4771484485;{4771484492,4771484463,}
4771484486;{4771484467,4771484488,}
4771484487;{4771484488,4771484473,}
4771484488;{4771484486,4771484487,}
4771484489;{4771484491,4771484480,4771484518,}
4771484490;{4771484493,4771484481,}
4771484491;{4771484496,4771484489,}
4771484492;{4771484499,4771484485,}
4771484493;{4771484504,4771484494,4771484490,}
4771484494;{4771484495,4771484497,4771484493,}
4771484495;{4771484494,4771484502,}
4771484496;{4771484498,4771484491,}
4771484497;{4771484511,4771484494,}
4771484498;{4771484503,4771484496,}
4771484499;{4771484518,4771484492,}
4771484500;{4771484479,4771484624,4771484501,}
4771484501;{4771484503,4771484500,}
4771484502;{4771484495,4771484506,4771484505,}
4771484503;{4771484501,4771484627,4771484498,}
4771484504;{4771484508,4771484493,4771484507,}
4771484505;{4771484510,4771484502,}
4771484506;{4771484502,4771484513,}
4771484507;{4771484504,4771484509,}
4771484508;{4771484512,4771484504,}
4771484509;{4771484507,4771484510,}
4771484510;{4771484509,4771484505,}
